text_id,pokemon_id,generation,version,group,text
7,0276,第四世代,珍珠,宝可梦 钻石／珍珠,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
8,0276,第四世代,白金,宝可梦 白金,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
9,0276,第四世代,心金,宝可梦 心金／魂银,寒冷季节到来的时候，会一天飞行300公里。以刺尾虫作为食物。*
10,0276,第四世代,魂银,宝可梦 心金／魂银,寒冷季节到来的时候，会一天飞行300公里。以刺尾虫作为食物。*
11,0276,第五世代,黑,宝可梦 黑／白,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
12,0276,第五世代,白,宝可梦 黑／白,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
13,0276,第五世代,黑２,宝可梦 黑２／白２,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
14,0276,第五世代,白２,宝可梦 黑２／白２,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
15,0276,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
16,0276,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,不擅长应付寒冷的季节。为了寻找温暖的土地，会１天飞上３００公里的距离。
17,0276,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,不管是怎样强大的对手都会勇敢地前去挑战。有着就算输了也不会气馁的毅力。肚子饿了就会大声痛哭。
18,0276,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,由于才刚刚离巢，所以到了晚上有时会因太寂寞而哭出来。以捕捉住在森林里的刺尾虫为食。
19,0276,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
20,0276,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,有着不管是怎样强大的对手都敢于前去迎战的毅力。会向着温暖的土地飞行。
1,0277,第三世代,红宝石,宝可梦 红宝石／蓝宝石,会盘旋在遥远的高空，发现猎物后就会俯冲而下，用脚爪紧紧抓住猎物令其无法逃脱。
2,0277,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,不会疏于修整自己那光鲜的羽毛。２只大王燕聚集在一起后，一定会把对方的羽毛修整得更漂亮。
3,0277,第三世代,绿宝石,宝可梦 绿宝石,从遥远的高空俯冲而下，被盯上的猎物绝对无法逃脱。为了寻找温暖的土地而不断移动。*
4,0277,第三世代,火红,宝可梦 火红／叶绿,２根尾羽笔直地竖起就是健康的证明。会在空中优雅地飞来飞去。
5,0277,第三世代,叶绿,宝可梦 火红／叶绿,２根尾羽笔直地竖起就是健康的证明。会在空中优雅地飞来飞去。
6,0277,第四世代,钻石,宝可梦 钻石／珍珠,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
7,0277,第四世代,珍珠,宝可梦 钻石／珍珠,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
8,0277,第四世代,白金,宝可梦 白金,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
9,0277,第四世代,心金,宝可梦 心金／魂银,发现居住在森林里的猎物后，就会从高空俯冲而下。会用锋利的爪子捕捉猎物。
10,0277,第四世代,魂银,宝可梦 心金／魂银,发现居住在森林里的猎物后，就会从高空俯冲而下。会用锋利的爪子捕捉猎物。
11,0277,第五世代,黑,宝可梦 黑／白,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
12,0277,第五世代,白,宝可梦 黑／白,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
13,0277,第五世代,黑２,宝可梦 黑２／白２,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
14,0277,第五世代,白２,宝可梦 黑２／白２,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
15,0277,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,２根尾羽笔直地竖起就是健康的证明。会在空中优雅地飞来飞去。
16,0277,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,发现居住在森林里的猎物后，就会从高空俯冲而下。会用锋利的爪子捕捉猎物。
17,0277,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,会盘旋在遥远的高空，发现猎物后就会俯冲而下，用脚爪紧紧抓住猎物令其无法逃脱。
18,0277,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,不会疏于修整自己那光鲜的羽毛。２只大王燕聚集在一起后，一定会把对方的羽毛修整得更漂亮。
19,0277,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
20,0277,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,边在高空盘旋边搜寻猎物，发现猎物后会头朝下急速俯冲将其捕获。
1,0278,第三世代,红宝石,宝可梦 红宝石／蓝宝石,有用鸟嘴衔着食物和重要的东西，并把它们藏到各处的习性。会乘着风滑翔般地在空中飞行。
2,0278,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,会乘着从海上吹来的上升气流，展开细长的翅膀滑翔。长长的鸟嘴十分便于衔取食物。
3,0278,第三世代,绿宝石,宝可梦 绿宝石,在海边的悬崖峭壁上筑巢，不擅长长时间拍动翅膀，而是利用上升气流飞行。*
4,0278,第三世代,火红,宝可梦 火红／叶绿,迎着海风，像滑翔机一般地翱翔。到了冬天就会把食物藏在巢的周围。
5,0278,第三世代,叶绿,宝可梦 火红／叶绿,迎着海风，像滑翔机一般地翱翔。到了冬天就会把食物藏在巢的周围。
6,0278,第四世代,钻石,宝可梦 钻石／珍珠,会在海边的悬崖峭壁上筑巢。能借助上升气流飞向高空。
7,0278,第四世代,珍珠,宝可梦 钻石／珍珠,会用长长的翅膀迎着海风，像滑翔机一样滑翔。休息的时候会收拢翅膀。
8,0278,第四世代,白金,宝可梦 白金,能乘着上升气流像滑翔机一样在空中飞翔，搬运鸟嘴中衔着的食物。
9,0278,第四世代,心金,宝可梦 心金／魂银,利用气流，不拍打翅膀就能飞上天空。会在海边的岩壁上筑巢。
10,0278,第四世代,魂银,宝可梦 心金／魂银,利用气流，不拍打翅膀就能飞上天空。会在海边的岩壁上筑巢。
11,0278,第五世代,黑,宝可梦 黑／白,能乘着上升气流像滑翔机一样在空中飞翔，搬运鸟嘴中衔着的食物。
12,0278,第五世代,白,宝可梦 黑／白,能乘着上升气流像滑翔机一样在空中飞翔，搬运鸟嘴中衔着的食物。
13,0278,第五世代,黑２,宝可梦 黑２／白２,在陡峭的岩壁上筑巢，会借助海风，飞升到广阔的天空中滑翔。
14,0278,第五世代,白２,宝可梦 黑２／白２,在陡峭的岩壁上筑巢，会借助海风，飞升到广阔的天空中滑翔。
15,0278,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,会用长长的翅膀迎着海风，像滑翔机一样滑翔。休息的时候会收拢翅膀。
16,0278,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,会在海边的悬崖峭壁上筑巢。能借助上升气流飞向高空。
17,0278,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,有用鸟嘴衔着食物和重要的东西，并把它们藏到各处的习性。会乘着风滑翔般地在空中飞行。
18,0278,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,会乘着从海上吹来的上升气流，展开细长的翅膀滑翔。长长的鸟嘴十分便于衔取食物。
19,0278,第七世代,太阳,精灵宝可梦 太阳／月亮,为了轻盈，骨骼空空的。用大大的翅膀迎风，向着浩瀚天空飞翔。
20,0278,第七世代,月亮,精灵宝可梦 太阳／月亮,在长翅鸥飞来飞去的海下面聚集着成群的鱼宝可梦，所以渔夫会先寻找长翅鸥。
21,0278,第七世代,究极之日,精灵宝可梦 究极之日／究极之月,翅膀又细又长。能乘着上升气流，像滑翔机一样在空中翱翔。
22,0278,第七世代,究极之月,精灵宝可梦 究极之日／究极之月,在海边的悬崖上筑巢。会在海上盘旋，寻找它非常爱吃的弱丁鱼。
23,0278,第八世代,剑,宝可梦 剑／盾,在陡峭的岩壁上筑巢，会借助海风，飞升到广阔的天空中滑翔。
24,0278,第八世代,盾,宝可梦 剑／盾,利用气流，不拍打翅膀就能飞上天空。会在海边的岩壁上筑巢。
25,0278,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,会在海边的悬崖峭壁上筑巢。能借助上升气流飞向高空。
26,0278,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,会用长长的翅膀迎着海风，像滑翔机一样滑翔。休息的时候会收拢翅膀。
27,0278,第九世代,朱,宝可梦 朱／紫,能乘着上升气流像滑翔机一样在空中飞翔，搬运鸟嘴中衔着的食物。
28,0278,第九世代,紫,宝可梦 朱／紫,迎着海风，像滑翔机一般地翱翔。到了冬天就会把食物藏在巢的周围。
1,0279,第三世代,红宝石,宝可梦 红宝石／蓝宝石,把小型宝可梦和蛋放进鸟嘴里运送的空中运送员。会在海边的峭壁上筑巢。
2,0279,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,能贴着海面飞行寻找食物。会把大大的鸟嘴伸进海里，捞起食物后一口气吞掉。
3,0279,第三世代,绿宝石,宝可梦 绿宝石,擦着海面飞行寻找食物，发现食物之后就用巨大的嘴连同海水一起捞起来，会把蛋放在嘴里保护。*
4,0279,第三世代,火红,宝可梦 火红／叶绿,把小型宝可梦放进鸟嘴里飞翔的空中快递员。会浮在海上让翅膀休息。
5,0279,第三世代,叶绿,宝可梦 火红／叶绿,把小型宝可梦放进鸟嘴里飞翔的空中快递员。会浮在海上让翅膀休息。
6,0279,第四世代,钻石,宝可梦 钻石／珍珠,大嘴鸥将大大的鸟嘴伸进海里再抬起来后，嘴里就会装着满满的食物。
7,0279,第四世代,珍珠,宝可梦 钻石／珍珠,鸟嘴里放着小型宝可梦的飞天快递员。累了就会浮在海上休息。
8,0279,第四世代,白金,宝可梦 白金,把小型宝可梦和蛋放进嘴里，并运送到安全地方的空中运送员。
9,0279,第四世代,心金,宝可梦 心金／魂银,把孩子放进鸟嘴里保护。风平浪静的日子会浮在海面上小憩。
10,0279,第四世代,魂银,宝可梦 心金／魂银,把孩子放进鸟嘴里保护。风平浪静的日子会浮在海面上小憩。
11,0279,第五世代,黑,宝可梦 黑／白,把小型宝可梦和蛋放进嘴里，并运送到安全地方的空中运送员。
12,0279,第五世代,白,宝可梦 黑／白,把小型宝可梦和蛋放进嘴里，并运送到安全地方的空中运送员。
13,0279,第五世代,黑２,宝可梦 黑２／白２,会贴着海面飞行，用大大的鸟嘴连着海水一起把食物捞起来带走。
14,0279,第五世代,白２,宝可梦 黑２／白２,会贴着海面飞行，用大大的鸟嘴连着海水一起把食物捞起来带走。
15,0279,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,大嘴鸥将大大的鸟嘴伸进海里再抬起来后，嘴里就会装着满满的食物。
16,0279,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,把小型宝可梦和蛋放进嘴里，并运送到安全地方的空中运送员。
17,0279,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,把小型宝可梦和蛋放进鸟嘴里运送的空中运送员。会在海边的峭壁上筑巢。
18,0279,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,能贴着海面飞行寻找食物。会把大大的鸟嘴伸进海里，捞起食物后一口气吞掉。
19,0279,第七世代,太阳,精灵宝可梦 太阳／月亮,鸟嘴鼓得大大的，幼儿园小朋友这么大的孩子正好能完全进入。
20,0279,第七世代,月亮,精灵宝可梦 太阳／月亮,收集食物是年轻♂的活儿。在大大的鸟嘴里储藏食物，运送到伙伴等待的巢穴中。
21,0279,第七世代,究极之日,精灵宝可梦 究极之日／究极之月,会将小型宝可梦放入它那鼓得大大的鸟嘴中运送。但是要把它带到哪儿去就不得而知了。
22,0279,第七世代,究极之月,精灵宝可梦 究极之日／究极之月,会用大大的鸟嘴捞起弱丁鱼后整个吞下。一次可吃下３０只以上。
23,0279,第八世代,剑,宝可梦 剑／盾,把小型宝可梦和蛋放进嘴里，并运送到安全地方的空中运送员。
24,0279,第八世代,盾,宝可梦 剑／盾,会贴着海面飞行，用大大的鸟嘴连着海水一起把食物捞起来带走。
25,0279,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,大嘴鸥将大大的鸟嘴伸进海里再抬起来后，嘴里就会装着满满的食物。
26,0279,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,鸟嘴里放着小型宝可梦的飞天快递员。累了就会浮在海上休息。
27,0279,第九世代,朱,宝可梦 朱／紫,把小型宝可梦放进鸟嘴里飞翔的空中快递员。会浮在海上让翅膀休息。
28,0279,第九世代,紫,宝可梦 朱／紫,把孩子放进鸟嘴里保护。风平浪静的日子会浮在海面上小憩。
1,0280,第三世代,红宝石,宝可梦 红宝石／蓝宝石,能用头上的角感知人的情绪。虽然几乎不会出现在人的面前，但感受到积极向上的情绪后就会靠过来。
2,0280,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,此宝可梦有着可以察觉人类感情的力量。在训练家心情开朗的时候，它也会随着训练家一起开心。
3,0280,第三世代,绿宝石,宝可梦 绿宝石,能用头上的角捕捉人和宝可梦的情感的宝可梦。一感受到敌意就会躲藏起来。*
4,0280,第三世代,火红,宝可梦 火红／叶绿,能敏锐地捕捉人和宝可梦的感情。感受到敌意后就会躲进暗处。
5,0280,第三世代,叶绿,宝可梦 火红／叶绿,能敏锐地捕捉人和宝可梦的感情。感受到敌意后就会躲进暗处。
6,0280,第四世代,钻石,宝可梦 钻石／珍珠,能用头上的角感知人的情绪。据说它会出现在心情愉快的人面前。
7,0280,第四世代,珍珠,宝可梦 钻石／珍珠,能用头上的角感知人的情绪。据说它会出现在心情愉快的人面前。
8,0280,第四世代,白金,宝可梦 白金,用红色的角捕捉到人和宝可梦的温情后，全身也会稍稍变暖起来。
9,0280,第四世代,心金,宝可梦 心金／魂银,它可以使用头上红色的角来敏锐地捕捉到人类的情感。
10,0280,第四世代,魂银,宝可梦 心金／魂银,它可以使用头上红色的角来敏锐地捕捉到人类的情感。
11,0280,第五世代,黑,宝可梦 黑／白,用红色的角捕捉到人和宝可梦的温情后，全身也会稍稍变暖起来。
12,0280,第五世代,白,宝可梦 黑／白,用红色的角捕捉到人和宝可梦的温情后，全身也会稍稍变暖起来。
13,0280,第五世代,黑２,宝可梦 黑２／白２,用红色的角捕捉到人和宝可梦的温情后，全身也会稍稍变暖起来。
14,0280,第五世代,白２,宝可梦 黑２／白２,用红色的角捕捉到人和宝可梦的温情后，全身也会稍稍变暖起来。
15,0280,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,用红色的角捕捉到人和宝可梦的温情后，全身也会稍稍变暖起来。
16,0280,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,能敏锐地捕捉人和宝可梦的感情。感受到敌意后就会躲进暗处。
17,0280,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,能用头上的角感知人的情绪。虽然几乎不会出现在人的面前，但感受到积极向上的情绪后就会靠过来。
18,0280,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,此宝可梦有着可以察觉人类感情的力量。在训练家心情开朗的时候，它也会随着训练家一起开心。
19,0280,第八世代,剑,宝可梦 剑／盾,能敏锐地捕捉人和宝可梦的感情。感受到敌意后就会躲进暗处。
20,0280,第八世代,盾,宝可梦 剑／盾,用红色的角捕捉到人和宝可梦的温情后，全身也会稍稍变暖起来。
21,0280,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,能用头上的角感知人的情绪。据说它会出现在心情愉快的人面前。
22,0280,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,能用头上的角感知人的情绪。据说它会出现在心情愉快的人面前。
23,0280,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,倾向于亲近心情开朗之人而非心情低落之人，且无男女老少之分。更深入的调查乃是当前课题。
24,0280,第九世代,朱,宝可梦 朱／紫,它可以使用头上红色的角来敏锐地捕捉到人类的情感。
25,0280,第九世代,紫,宝可梦 朱／紫,能敏锐地捕捉人和宝可梦的感情。感受到敌意后就会躲进暗处。
1,0281,第三世代,红宝石,宝可梦 红宝石／蓝宝石,据说经常接触训练家开朗情绪的奇鲁莉安会成长得十分美丽。会用发达的头脑来操纵精神力量。
2,0281,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,据说使用被头上的角增强过的精神力量时，周围的空间会出现扭曲，并能看见现实中没有的景色。
3,0281,第三世代,绿宝石,宝可梦 绿宝石,具有能从以超能力形成的空间缺口里看见未来所发生之事的力量，据说在晴朗的早晨会非常开心地跳着舞。*
4,0281,第三世代,火红,宝可梦 火红／叶绿,训练家开朗的情绪是精神力量的源泉。开心时会旋转着跳舞。
5,0281,第三世代,叶绿,宝可梦 火红／叶绿,训练家开朗的情绪是精神力量的源泉。开心时会旋转着跳舞。
6,0281,第四世代,钻石,宝可梦 钻石／珍珠,能够敏锐地感受到训练家的情绪。在心情好时它会翩翩起舞。
7,0281,第四世代,珍珠,宝可梦 钻石／珍珠,能够敏锐地感受到训练家的情绪。在心情好时它会翩翩起舞。
8,0281,第四世代,白金,宝可梦 白金,当训练家高兴的时候，奇鲁莉安会充满能量，开心地转着圈跳舞。
9,0281,第四世代,心金,宝可梦 心金／魂银,可以通过操纵精神力量扭曲周围的空间来看清未来。
10,0281,第四世代,魂银,宝可梦 心金／魂银,可以通过操纵精神力量扭曲周围的空间来看清未来。
11,0281,第五世代,黑,宝可梦 黑／白,当训练家高兴的时候，奇鲁莉安会充满能量，开心地转着圈跳舞。
12,0281,第五世代,白,宝可梦 黑／白,当训练家高兴的时候，奇鲁莉安会充满能量，开心地转着圈跳舞。
13,0281,第五世代,黑２,宝可梦 黑２／白２,当训练家高兴的时候，奇鲁莉安会充满能量，开心地转着圈跳舞。
14,0281,第五世代,白２,宝可梦 黑２／白２,当训练家高兴的时候，奇鲁莉安会充满能量，开心地转着圈跳舞。
15,0281,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,训练家开朗的情绪是精神力量的源泉。开心时会旋转着跳舞。
16,0281,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,可以通过操纵精神力量扭曲周围的空间来看清未来。
17,0281,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说经常接触训练家开朗情绪的奇鲁莉安会成长得十分美丽。会用发达的头脑来操纵精神力量。
18,0281,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说使用被头上的角增强过的精神力量时，周围的空间会出现扭曲，并能看见现实中没有的景色。
19,0281,第八世代,剑,宝可梦 剑／盾,当训练家高兴的时候，奇鲁莉安会充满能量，开心地转着圈跳舞。
20,0281,第八世代,盾,宝可梦 剑／盾,可以通过操纵精神力量扭曲周围的空间来看清未来。
21,0281,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,能够敏锐地感受到训练家的情绪。在心情好时它会翩翩起舞。
22,0281,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,能够敏锐地感受到训练家的情绪。在心情好时它会翩翩起舞。
23,0281,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,外貌宛若清纯少女，却身怀特异能力，能映照出乐园景象。据推测其秘密就在红色发饰之中。
24,0281,第九世代,朱,宝可梦 朱／紫,可以通过操纵精神力量扭曲周围的空间来看清未来。
25,0281,第九世代,紫,宝可梦 朱／紫,训练家开朗的情绪是精神力量的源泉。开心时会旋转着跳舞。
1,0282,第三世代,红宝石,宝可梦 红宝石／蓝宝石,据说在使用预知未来的能力察觉到训练家有危险时，就会使出最强的精神能量。
2,0282,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,有着用精神力量扭曲空间，制造出小型黑洞的力量。是会拼命保护训练家的宝可梦。
3,0282,第三世代,绿宝石,宝可梦 绿宝石,由于是用超能力来支撑着身体，因此似乎感受不到重力，为了保护训练家可以赌上自己的生命。*
4,0282,第三世代,火红,宝可梦 火红／叶绿,有着预知未来的能力。在保护训练家的时候，会发挥出最强的力量。
5,0282,第三世代,叶绿,宝可梦 火红／叶绿,有着预知未来的能力。在保护训练家的时候，会发挥出最强的力量。
6,0282,第四世代,钻石,宝可梦 钻石／珍珠,它会拼命保护自己所信任的训练家。有着预知未来的能力。
7,0282,第四世代,珍珠,宝可梦 钻石／珍珠,它会拼命保护自己所信任的训练家。有着预知未来的能力。
8,0282,第四世代,白金,宝可梦 白金,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
9,0282,第四世代,心金,宝可梦 心金／魂银,在保护心意相通的训练家时，会发挥出自身最强的精神能量。
10,0282,第四世代,魂银,宝可梦 心金／魂银,在保护心意相通的训练家时，会发挥出自身最强的精神能量。
11,0282,第五世代,黑,宝可梦 黑／白,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
12,0282,第五世代,白,宝可梦 黑／白,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
13,0282,第五世代,黑２,宝可梦 黑２／白２,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
14,0282,第五世代,白２,宝可梦 黑２／白２,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
15,0282,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
16,0282,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,有着预知未来的能力。在保护训练家的时候，会发挥出最强的力量。
17,0282,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,据说在使用预知未来的能力察觉到训练家有危险时，就会使出最强的精神能量。
18,0282,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,有着用精神力量扭曲空间，制造出小型黑洞的力量。是会拼命保护训练家的宝可梦。
19,0282,第八世代,剑,宝可梦 剑／盾,有着预知未来的能力。在保护训练家的时候，会发挥出最强的力量。
20,0282,第八世代,盾,宝可梦 剑／盾,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
21,0282,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,它会拼命保护自己所信任的训练家。有着预知未来的能力。
22,0282,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,它会拼命保护自己所信任的训练家。有着预知未来的能力。
23,0282,第八世代,传说 阿尔宙斯,宝可梦传说 阿尔宙斯,沙奈朵那一身令人联想起窈窕淑女的纯白装束，可说是反映了为守护敬爱主人而不惜赌上性命的决心。
24,0282,第九世代,朱,宝可梦 朱／紫,如果是为了保护训练家，它就会用尽自己的精神力量制造出小型黑洞。
25,0282,第九世代,紫,宝可梦 朱／紫,在保护心意相通的训练家时，会发挥出自身最强的精神能量。
1,0283,第三世代,红宝石,宝可梦 红宝石／蓝宝石,爪尖会分泌出油来，因此能在水面上像滑行一样行走。以池塘或湖泊里的微生物为食。
2,0283,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,感觉到危险的时候会从头顶上的尖端处分泌出像糖稀一样的甜甜液体。也有喜欢这液体的宝可梦哦。
3,0283,第三世代,绿宝石,宝可梦 绿宝石,在傍晚下过雨后会聚集在积水的地方。行走时就像在水面上滑行，并且从头上散发出有香甜甜香气味的蜜汁。*
4,0283,第三世代,火红,宝可梦 火红／叶绿,平时住在池塘里，但傍晚下过雨后，就会出现在街上的小水塘中。
5,0283,第三世代,叶绿,宝可梦 火红／叶绿,平时住在池塘里，但傍晚下过雨后，就会出现在街上的小水塘中。
6,0283,第四世代,钻石,宝可梦 钻石／珍珠,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
7,0283,第四世代,珍珠,宝可梦 钻石／珍珠,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
8,0283,第四世代,白金,宝可梦 白金,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
9,0283,第四世代,心金,宝可梦 心金／魂银,从头顶分泌出的液体有着如同麦芽糖浆的甜味。住在有大量水草的池塘里。
10,0283,第四世代,魂银,宝可梦 心金／魂银,从头顶分泌出的液体有着如同麦芽糖浆的甜味。住在有大量水草的池塘里。
11,0283,第五世代,黑,宝可梦 黑／白,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
12,0283,第五世代,白,宝可梦 黑／白,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
13,0283,第五世代,黑２,宝可梦 黑２／白２,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
14,0283,第五世代,白２,宝可梦 黑２／白２,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
15,0283,第六世代,Ｘ,宝可梦 Ｘ／Ｙ,平时住在池塘里，但傍晚下过雨后，就会出现在街上的小水塘中。
16,0283,第六世代,Ｙ,宝可梦 Ｘ／Ｙ,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
17,0283,第六世代,欧米伽红宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,爪尖会分泌出油来，因此能在水面上像滑行一样行走。以池塘或湖泊里的微生物为食。
18,0283,第六世代,阿尔法蓝宝石,宝可梦 欧米伽红宝石／阿尔法蓝宝石,感觉到危险的时候会从头顶上的尖端处分泌出像糖稀一样的甜甜液体。也有喜欢这液体的宝可梦哦。
19,0283,第七世代,太阳,精灵宝可梦 太阳／月亮,在水面像滑行一样移动。为了寻找食物，几次三番和滴蛛打架。
20,0283,第七世代,月亮,精灵宝可梦 太阳／月亮,危险来临时，会从头的顶端渗出有甜味的液体。鸟宝可梦讨厌它的味道。
21,0283,第七世代,究极之日,精灵宝可梦 究极之日／究极之月,如果遇到危险，就会从突起的地方分泌出甜汁。收集它制成糖浆，然后涂抹在面包上就会非常可口。
22,0283,第七世代,究极之月,精灵宝可梦 究极之日／究极之月,栖息在水草丛生的池塘或沼泽里。会经常和栖息地以及食物都与自己相近的滴蛛争斗。
23,0283,第八世代,晶灿钻石,宝可梦 晶灿钻石／明亮珍珠,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
24,0283,第八世代,明亮珍珠,宝可梦 晶灿钻石／明亮珍珠,能在水面上像滑行一样行走。会从头顶释放出甜甜的气味引诱猎物。
25,0283,第九世代,朱,宝可梦 朱／紫,平时住在池塘里，但傍晚下过雨后，就会出现在街上的小水塘中。
26,0283,第九世代,紫,宝可梦 朱／紫,从头顶分泌出的液体有着如同麦芽糖浆的甜味。住在有大量水草的池塘里。
1,0284,第三世代,红宝石,宝可梦 红宝石／蓝宝石,会用触角上的眼珠花纹威吓敌人。能用４根翅膀像直升机一样在空中前后左右自由移动。
2,0284,第三世代,蓝宝石,宝可梦 红宝石／蓝宝石,据说怒目而视般的眼珠花纹看起来悲伤且下垂的时候，就是傍晚要下雨的前兆。
3,0284,第三世代,绿宝石,宝可梦 绿宝石,会用巨大的眼球花纹来威吓敌人。由于一旦被雨淋湿的话会无法飞行，因此会到大树或屋檐下躲雨。*
4,0284,第三世代,火红,宝可梦 火红／叶绿,如果淋到雨，独特的眼珠花纹触角就会变重，使它连飞都飞不起来。
5,0284,第三世代,叶绿,宝可梦 火红／叶绿,如果淋到雨，独特的眼珠花纹触角就会变重，使它连飞都飞不起来。
